sensor_id,data_type,timestamp,heartbeat
2,heart_rate,2024-06-01 14:22:16.409127,54
3,heart_rate,2024-06-01 14:22:17.409127,141
2,heart_rate,2024-06-01 14:22:18.409127,58
3,heart_rate,2024-06-01 14:22:19.409127,51
3,heart_rate,2024-06-01 14:22:20.409127,156
2,heart_rate,2024-06-01 14:22:21.409127,145
2,heart_rate,2024-06-01 14:22:22.409127,159
3,heart_rate,2024-06-01 14:22:23.409127,50
2,heart_rate,2024-06-01 14:22:24.409127,124
1,heart_rate,2024-06-01 14:22:25.409127,95
2,heart_rate,2024-06-01 14:22:26.409127,99
1,heart_rate,2024-06-01 14:22:27.409127,99
2,heart_rate,2024-06-01 14:22:28.409127,74
3,heart_rate,2024-06-01 14:22:36.111100,69
2,heart_rate,2024-06-01 14:22:37.111100,127
2,heart_rate,2024-06-01 14:22:38.111100,102
1,heart_rate,2024-06-01 14:22:39.111100,165
3,heart_rate,2024-06-01 14:22:40.111100,176
2,heart_rate,2024-06-01 14:22:41.111100,82
1,heart_rate,2024-06-01 14:22:42.111100,100
2,heart_rate,2024-06-01 14:22:43.111100,83
3,heart_rate,2024-06-01 14:22:44.111100,97
2,heart_rate,2024-06-01 14:22:45.111100,106
2,heart_rate,2024-06-01 14:22:46.111100,69
2,heart_rate,2024-06-01 14:22:47.111100,175
3,heart_rate,2024-06-01 14:22:48.111100,147
1,heart_rate,2024-06-01 14:22:49.111100,180
2,heart_rate,2024-06-01 14:22:50.111100,138
3,heart_rate,2024-06-01 14:22:51.111100,115
2,heart_rate,2024-06-01 14:22:52.111100,160
3,heart_rate,2024-06-01 14:22:53.111100,128
1,heart_rate,2024-06-01 14:22:54.111100,90
3,heart_rate,2024-06-01 14:22:55.111100,69
2,heart_rate,2024-06-01 14:22:56.111100,95
2,heart_rate,2024-06-01 14:22:57.111100,165
2,heart_rate,2024-06-01 14:22:58.111100,92
3,heart_rate,2024-06-01 14:22:59.111100,117
1,heart_rate,2024-06-01 14:23:00.111100,70
2,heart_rate,2024-06-01 14:23:01.111100,63
3,heart_rate,2024-06-01 14:23:02.111100,118
2,heart_rate,2024-06-01 14:23:03.111100,140
1,heart_rate,2024-06-01 14:23:04.111100,98
1,heart_rate,2024-06-01 14:23:05.111100,75
2,heart_rate,2024-06-01 14:23:06.111100,161
2,heart_rate,2024-06-01 14:23:07.111100,125
1,heart_rate,2024-06-01 14:23:08.111100,70
1,heart_rate,2024-06-01 14:23:09.111100,111
2,heart_rate,2024-06-01 14:23:10.111100,69
3,heart_rate,2024-06-01 14:23:11.111100,100
2,heart_rate,2024-06-01 14:23:12.111100,179
1,heart_rate,2024-06-01 14:23:13.111100,102
1,heart_rate,2024-06-01 14:23:14.111100,174
1,heart_rate,2024-06-01 14:23:15.111100,91
2,heart_rate,2024-06-01 14:23:16.111100,107
3,heart_rate,2024-06-01 14:23:17.111100,121
2,heart_rate,2024-06-01 14:23:18.111100,133
2,heart_rate,2024-06-01 14:23:19.111100,71
3,heart_rate,2024-06-01 14:23:20.111100,170
2,heart_rate,2024-06-01 14:23:21.111100,121
2,heart_rate,2024-06-01 14:23:22.111100,52
1,heart_rate,2024-06-01 14:23:23.111100,65
3,heart_rate,2024-06-01 14:23:24.111100,159
1,heart_rate,2024-06-01 14:23:25.111100,169
1,heart_rate,2024-06-01 14:23:26.111100,54
1,heart_rate,2024-06-01 14:23:27.111100,141
2,heart_rate,2024-06-01 14:23:28.111100,67
1,heart_rate,2024-06-01 14:23:29.111100,83
3,heart_rate,2024-06-01 14:23:30.111100,102
1,heart_rate,2024-06-01 14:23:31.111100,132
2,heart_rate,2024-06-01 14:23:32.111100,84
2,heart_rate,2024-06-01 14:23:33.111100,81
3,heart_rate,2024-06-01 14:23:34.111100,119
1,heart_rate,2024-06-01 14:23:35.111100,111
1,heart_rate,2024-06-01 14:23:36.111100,72
2,heart_rate,2024-06-01 14:23:37.111100,153
3,heart_rate,2024-06-01 14:23:38.111100,127
2,heart_rate,2024-06-01 14:23:39.111100,160
1,heart_rate,2024-06-01 14:23:40.111100,122
3,heart_rate,2024-06-01 14:23:41.111100,119
1,heart_rate,2024-06-01 14:23:42.111100,139
2,heart_rate,2024-06-01 14:23:43.111100,71
3,heart_rate,2024-06-01 14:23:44.111100,91
1,heart_rate,2024-06-01 14:23:45.111100,161
3,heart_rate,2024-06-01 14:23:46.111100,94
2,heart_rate,2024-06-01 14:23:47.111100,165
1,heart_rate,2024-06-01 14:23:48.111100,109
3,heart_rate,2024-06-01 14:23:49.111100,101
3,heart_rate,2024-06-01 14:23:50.111100,125
3,heart_rate,2024-06-01 14:23:51.111100,143
3,heart_rate,2024-06-01 14:23:52.111100,155
2,heart_rate,2024-06-01 14:23:53.111100,140
2,heart_rate,2024-06-01 14:23:54.111100,105
1,heart_rate,2024-06-01 14:23:55.111100,59
3,heart_rate,2024-06-01 14:23:56.111100,162
1,heart_rate,2024-06-01 14:23:57.111100,158
3,heart_rate,2024-06-01 14:23:58.111100,133
2,heart_rate,2024-06-01 14:23:59.111100,117
1,heart_rate,2024-06-01 14:24:00.111100,144
3,heart_rate,2024-06-01 14:24:01.111100,55
1,heart_rate,2024-06-01 14:24:02.111100,104
1,heart_rate,2024-06-01 14:24:03.111100,131
1,heart_rate,2024-06-01 14:24:04.111100,63
1,heart_rate,2024-06-01 14:24:05.111100,110
2,heart_rate,2024-06-01 14:24:06.111100,84
1,heart_rate,2024-06-01 14:24:07.111100,140
3,heart_rate,2024-06-01 14:24:08.111100,149
2,heart_rate,2024-06-01 14:24:09.111100,95
2,heart_rate,2024-06-01 14:24:10.111100,90
1,heart_rate,2024-06-01 14:24:11.111100,62
1,heart_rate,2024-06-01 14:24:12.111100,54
1,heart_rate,2024-06-01 14:24:13.111100,137
3,heart_rate,2024-06-01 14:24:14.111100,169
1,heart_rate,2024-06-01 14:24:15.111100,83
1,heart_rate,2024-06-01 14:24:16.111100,121
2,heart_rate,2024-06-01 14:24:17.111100,65
2,heart_rate,2024-06-01 14:24:18.111100,77
2,heart_rate,2024-06-01 14:24:19.111100,54
3,heart_rate,2024-06-01 14:24:20.111100,51
2,heart_rate,2024-06-01 14:24:21.111100,142
2,heart_rate,2024-06-01 14:24:22.111100,133
1,heart_rate,2024-06-01 14:24:23.111100,124
1,heart_rate,2024-06-01 14:24:24.111100,150
2,heart_rate,2024-06-01 14:24:25.111100,157
2,heart_rate,2024-06-01 14:24:26.111100,118
3,heart_rate,2024-06-01 14:24:27.111100,86
3,heart_rate,2024-06-01 14:24:28.111100,171
3,heart_rate,2024-06-01 14:24:29.111100,160
2,heart_rate,2024-06-01 14:24:30.111100,93
2,heart_rate,2024-06-01 14:24:31.111100,88
3,heart_rate,2024-06-01 14:24:32.111100,160
1,heart_rate,2024-06-01 14:24:33.111100,180
2,heart_rate,2024-06-01 14:24:34.111100,140
3,heart_rate,2024-06-01 14:24:35.111100,91
2,heart_rate,2024-06-01 14:24:36.111100,166
1,heart_rate,2024-06-01 14:24:37.111100,80
3,heart_rate,2024-06-01 14:24:38.111100,70
1,heart_rate,2024-06-01 14:24:39.111100,177
3,heart_rate,2024-06-01 14:24:40.111100,102
3,heart_rate,2024-06-01 14:24:41.111100,102
3,heart_rate,2024-06-01 14:24:42.111100,66
2,heart_rate,2024-06-01 14:24:43.111100,148
3,heart_rate,2024-06-01 14:24:44.111100,153
1,heart_rate,2024-06-01 14:24:45.111100,66
1,heart_rate,2024-06-01 14:24:46.111100,150
1,heart_rate,2024-06-01 14:24:47.111100,76
3,heart_rate,2024-06-01 14:24:48.111100,76
3,heart_rate,2024-06-01 14:24:49.111100,115
1,heart_rate,2024-06-01 14:24:50.111100,103
3,heart_rate,2024-06-01 14:24:51.111100,133
3,heart_rate,2024-06-01 14:24:52.111100,134
3,heart_rate,2024-06-01 14:24:53.111100,135
1,heart_rate,2024-06-01 14:24:54.111100,95
3,heart_rate,2024-06-01 14:24:55.111100,69
3,heart_rate,2024-06-01 14:24:56.111100,97
2,heart_rate,2024-06-01 14:24:57.111100,120
3,heart_rate,2024-06-01 14:24:58.111100,97
1,heart_rate,2024-06-01 14:24:59.111100,179
1,heart_rate,2024-06-01 14:25:00.111100,99
3,heart_rate,2024-06-01 14:25:01.111100,172
2,heart_rate,2024-06-01 14:25:02.111100,101
1,heart_rate,2024-06-01 14:25:03.111100,112
1,heart_rate,2024-06-01 14:25:04.111100,80
1,heart_rate,2024-06-01 14:25:05.111100,142
3,heart_rate,2024-06-01 14:25:06.111100,95
1,heart_rate,2024-06-01 14:25:07.111100,77
1,heart_rate,2024-06-01 14:25:08.111100,156
2,heart_rate,2024-06-01 14:25:09.111100,123
1,heart_rate,2024-06-01 14:25:10.111100,173
3,heart_rate,2024-06-01 14:25:11.111100,138
1,heart_rate,2024-06-01 14:25:12.111100,153
2,heart_rate,2024-06-01 14:25:13.111100,59
2,heart_rate,2024-06-01 14:25:14.111100,156
1,heart_rate,2024-06-01 14:25:15.111100,51
3,heart_rate,2024-06-01 14:25:16.111100,87
3,heart_rate,2024-06-01 14:25:17.111100,93
1,heart_rate,2024-06-01 14:25:18.111100,150
2,heart_rate,2024-06-01 14:25:19.111100,61
2,heart_rate,2024-06-01 14:25:20.111100,167
1,heart_rate,2024-06-01 14:25:21.111100,53
3,heart_rate,2024-06-01 14:25:22.111100,114
1,heart_rate,2024-06-01 14:25:23.111100,148
3,heart_rate,2024-06-01 14:25:24.111100,100
2,heart_rate,2024-06-01 14:25:25.111100,174
3,heart_rate,2024-06-01 14:25:26.111100,124
2,heart_rate,2024-06-01 14:25:27.111100,120
1,heart_rate,2024-06-01 14:25:28.111100,165
2,heart_rate,2024-06-01 14:25:29.111100,61
3,heart_rate,2024-06-01 14:25:30.111100,103
3,heart_rate,2024-06-01 14:25:31.111100,127
1,heart_rate,2024-06-01 14:25:32.111100,127
1,heart_rate,2024-06-01 14:25:33.111100,95
1,heart_rate,2024-06-01 14:25:34.111100,99
2,heart_rate,2024-06-01 14:25:35.111100,86
1,heart_rate,2024-06-01 14:25:36.111100,111
1,heart_rate,2024-06-01 14:25:37.111100,63
2,heart_rate,2024-06-01 14:25:38.111100,151
2,heart_rate,2024-06-01 14:25:39.111100,176
1,heart_rate,2024-06-01 14:25:40.111100,171
1,heart_rate,2024-06-01 14:25:41.111100,57
3,heart_rate,2024-06-01 14:25:42.111100,163
1,heart_rate,2024-06-01 14:25:43.111100,66
3,heart_rate,2024-06-01 14:25:44.111100,88
3,heart_rate,2024-06-01 14:25:45.111100,146
2,heart_rate,2024-06-01 14:25:46.111100,89
3,heart_rate,2024-06-01 14:25:47.111100,151
1,heart_rate,2024-06-01 14:25:48.111100,109
2,heart_rate,2024-06-01 14:25:49.111100,177
1,heart_rate,2024-06-01 14:25:50.111100,112
3,heart_rate,2024-06-01 14:25:51.111100,161
2,heart_rate,2024-06-01 14:25:52.111100,52
3,heart_rate,2024-06-01 14:25:53.111100,69
2,heart_rate,2024-06-01 14:25:54.111100,124
2,heart_rate,2024-06-01 14:25:55.111100,111
3,heart_rate,2024-06-01 14:25:56.111100,89
1,heart_rate,2024-06-01 14:25:57.111100,94
2,heart_rate,2024-06-01 14:25:58.111100,70
3,heart_rate,2024-06-01 14:25:59.111100,119
3,heart_rate,2024-06-01 14:26:00.111100,140
2,heart_rate,2024-06-01 14:26:01.111100,120
3,heart_rate,2024-06-01 14:26:02.111100,111
1,heart_rate,2024-06-01 14:26:03.111100,77
1,heart_rate,2024-06-01 14:26:04.111100,121
2,heart_rate,2024-06-01 14:26:05.111100,138
1,heart_rate,2024-06-01 14:26:06.111100,134
3,heart_rate,2024-06-01 14:26:07.111100,156
2,heart_rate,2024-06-01 14:26:08.111100,50
2,heart_rate,2024-06-01 14:26:09.111100,94
1,heart_rate,2024-06-01 14:26:10.111100,94
3,heart_rate,2024-06-01 14:26:11.111100,101
1,heart_rate,2024-06-01 14:26:12.111100,152
3,heart_rate,2024-06-01 14:26:13.111100,177
2,heart_rate,2024-06-01 14:26:14.111100,106
1,heart_rate,2024-06-01 14:26:15.111100,83
3,heart_rate,2024-06-01 14:26:16.111100,99
3,heart_rate,2024-06-01 14:26:17.111100,116
2,heart_rate,2024-06-01 14:26:18.111100,74
2,heart_rate,2024-06-01 14:26:19.111100,136
2,heart_rate,2024-06-01 14:26:20.111100,155
3,heart_rate,2024-06-01 14:26:21.111100,90
3,heart_rate,2024-06-01 14:26:22.111100,116
2,heart_rate,2024-06-01 14:26:23.111100,63
3,heart_rate,2024-06-01 14:26:24.111100,104
3,heart_rate,2024-06-01 14:26:25.111100,88
3,heart_rate,2024-06-01 14:26:26.111100,78
1,heart_rate,2024-06-01 14:26:27.111100,65
2,heart_rate,2024-06-01 14:26:28.111100,82
3,heart_rate,2024-06-01 14:26:29.111100,88
2,heart_rate,2024-06-01 14:26:30.111100,111
3,heart_rate,2024-06-01 14:26:31.111100,74
3,heart_rate,2024-06-01 14:26:32.111100,127
1,heart_rate,2024-06-01 14:26:33.111100,69
1,heart_rate,2024-06-01 14:26:34.111100,90
2,heart_rate,2024-06-01 14:26:35.111100,117
3,heart_rate,2024-06-01 14:26:36.111100,129
1,heart_rate,2024-06-01 14:26:37.111100,141
3,heart_rate,2024-06-01 14:26:38.111100,140
2,heart_rate,2024-06-01 14:26:39.111100,73
3,heart_rate,2024-06-01 14:26:40.111100,57
1,heart_rate,2024-06-01 14:26:41.111100,84
3,heart_rate,2024-06-01 14:26:42.111100,74
2,heart_rate,2024-06-01 14:26:43.111100,67
2,heart_rate,2024-06-01 14:26:44.111100,162
1,heart_rate,2024-06-01 14:26:45.111100,98
1,heart_rate,2024-06-01 14:26:46.111100,68
1,heart_rate,2024-06-01 14:26:47.111100,113
3,heart_rate,2024-06-01 14:26:48.111100,100
2,heart_rate,2024-06-01 14:26:49.111100,167
1,heart_rate,2024-06-01 14:26:50.111100,105
3,heart_rate,2024-06-01 14:26:51.111100,107
3,heart_rate,2024-06-01 14:26:52.111100,71
3,heart_rate,2024-06-01 14:26:53.111100,72
1,heart_rate,2024-06-01 14:26:54.111100,80
1,heart_rate,2024-06-01 14:26:55.111100,75
3,heart_rate,2024-06-01 14:26:56.111100,50
1,heart_rate,2024-06-01 14:26:57.111100,75
3,heart_rate,2024-06-01 14:26:58.111100,60
1,heart_rate,2024-06-01 14:26:59.111100,122
3,heart_rate,2024-06-01 14:27:00.111100,75
2,heart_rate,2024-06-01 14:27:01.111100,80
2,heart_rate,2024-06-01 14:27:02.111100,66
1,heart_rate,2024-06-01 14:27:03.111100,102
1,heart_rate,2024-06-01 14:27:04.111100,103
3,heart_rate,2024-06-01 14:27:05.111100,100
1,heart_rate,2024-06-01 14:27:06.111100,124
2,heart_rate,2024-06-01 14:27:07.111100,160
1,heart_rate,2024-06-01 14:27:08.111100,99
2,heart_rate,2024-06-01 14:27:09.111100,102
1,heart_rate,2024-06-01 14:27:10.111100,145
1,heart_rate,2024-06-01 14:27:11.111100,91
1,heart_rate,2024-06-01 14:27:12.111100,128
1,heart_rate,2024-06-01 14:27:13.111100,84
2,heart_rate,2024-06-01 14:27:14.111100,51
2,heart_rate,2024-06-01 14:27:15.111100,83
3,heart_rate,2024-06-01 14:27:16.111100,59
1,heart_rate,2024-06-01 14:27:17.111100,152
3,heart_rate,2024-06-01 14:27:18.111100,108
1,heart_rate,2024-06-01 14:27:19.111100,97
3,heart_rate,2024-06-01 14:27:20.111100,178
1,heart_rate,2024-06-01 14:27:21.111100,158
2,heart_rate,2024-06-01 14:27:22.111100,173
3,heart_rate,2024-06-01 14:27:23.111100,162
1,heart_rate,2024-06-01 14:27:24.111100,163
3,heart_rate,2024-06-01 14:27:25.111100,155
2,heart_rate,2024-06-01 14:27:26.111100,63
2,heart_rate,2024-06-01 14:27:27.111100,115
2,heart_rate,2024-06-01 14:27:28.111100,172
3,heart_rate,2024-06-01 14:27:29.111100,93
2,heart_rate,2024-06-01 14:27:30.111100,117
3,heart_rate,2024-06-01 14:27:31.111100,102
3,heart_rate,2024-06-01 14:27:32.111100,144
1,heart_rate,2024-06-01 14:27:33.111100,168
2,heart_rate,2024-06-01 14:27:34.111100,61
1,heart_rate,2024-06-01 14:27:35.111100,75
3,heart_rate,2024-06-01 14:27:36.111100,64
3,heart_rate,2024-06-01 14:27:37.111100,118
3,heart_rate,2024-06-01 14:27:38.111100,127
1,heart_rate,2024-06-01 14:27:39.111100,170
1,heart_rate,2024-06-01 14:27:40.111100,81
2,heart_rate,2024-06-01 14:27:41.111100,86
3,heart_rate,2024-06-01 14:27:42.111100,96
2,heart_rate,2024-06-01 14:27:43.111100,158
3,heart_rate,2024-06-01 14:27:44.111100,57
3,heart_rate,2024-06-01 14:27:45.111100,139
1,heart_rate,2024-06-01 14:27:46.111100,122
1,heart_rate,2024-06-01 14:27:47.111100,84
1,heart_rate,2024-06-01 14:27:48.111100,135
1,heart_rate,2024-06-01 14:27:49.111100,113
3,heart_rate,2024-06-01 14:27:50.111100,82
2,heart_rate,2024-06-01 14:27:51.111100,57
1,heart_rate,2024-06-01 14:27:52.111100,122
2,heart_rate,2024-06-01 14:27:53.111100,140
2,heart_rate,2024-06-01 14:27:54.111100,175
2,heart_rate,2024-06-01 14:27:55.111100,177
3,heart_rate,2024-06-01 14:27:56.111100,76
2,heart_rate,2024-06-01 14:27:57.111100,112
2,heart_rate,2024-06-01 14:27:58.111100,102
2,heart_rate,2024-06-01 14:27:59.111100,152
1,heart_rate,2024-06-01 14:28:00.111100,102
2,heart_rate,2024-06-01 14:28:01.111100,64
2,heart_rate,2024-06-01 14:28:02.111100,103
1,heart_rate,2024-06-01 14:28:03.111100,168
1,heart_rate,2024-06-01 14:28:04.111100,111
1,heart_rate,2024-06-01 14:28:05.111100,61
1,heart_rate,2024-06-01 14:28:06.111100,79
2,heart_rate,2024-06-01 14:28:07.111100,122
2,heart_rate,2024-06-01 14:28:08.111100,105
3,heart_rate,2024-06-01 14:28:09.111100,123
1,heart_rate,2024-06-01 14:28:10.111100,166
3,heart_rate,2024-06-01 14:28:11.111100,129
1,heart_rate,2024-06-01 14:28:12.111100,117
1,heart_rate,2024-06-01 14:28:13.111100,116
1,heart_rate,2024-06-01 14:28:14.111100,164
3,heart_rate,2024-06-01 14:28:15.111100,134
2,heart_rate,2024-06-01 14:28:16.111100,160
2,heart_rate,2024-06-01 14:28:17.111100,64
2,heart_rate,2024-06-01 14:28:18.111100,80
2,heart_rate,2024-06-01 14:28:19.111100,180
1,heart_rate,2024-06-01 14:28:20.111100,102
2,heart_rate,2024-06-01 14:28:21.111100,160
2,heart_rate,2024-06-01 14:28:22.111100,74
2,heart_rate,2024-06-01 14:28:23.111100,75
3,heart_rate,2024-06-01 14:28:24.111100,151
3,heart_rate,2024-06-01 14:28:25.111100,173
1,heart_rate,2024-06-01 14:28:26.111100,111
2,heart_rate,2024-06-01 14:28:27.111100,169
1,heart_rate,2024-06-01 14:28:28.111100,67
2,heart_rate,2024-06-01 14:28:29.111100,148
2,heart_rate,2024-06-01 14:28:30.111100,171
3,heart_rate,2024-06-01 14:28:31.111100,116
3,heart_rate,2024-06-01 14:28:32.111100,58
3,heart_rate,2024-06-01 14:28:33.111100,107
1,heart_rate,2024-06-01 14:28:34.111100,173
2,heart_rate,2024-06-01 14:28:35.111100,104
2,heart_rate,2024-06-01 14:28:36.111100,107
3,heart_rate,2024-06-01 14:28:37.111100,173
3,heart_rate,2024-06-01 14:28:38.111100,77
2,heart_rate,2024-06-01 14:28:39.111100,89
3,heart_rate,2024-06-01 14:28:40.111100,59
1,heart_rate,2024-06-01 14:28:41.111100,123
3,heart_rate,2024-06-01 14:28:42.111100,53
1,heart_rate,2024-06-01 14:28:43.111100,104
3,heart_rate,2024-06-01 14:28:44.111100,82
1,heart_rate,2024-06-01 14:28:45.111100,146
1,heart_rate,2024-06-01 14:28:46.111100,117
1,heart_rate,2024-06-01 14:28:47.111100,86
1,heart_rate,2024-06-01 14:28:48.111100,141
1,heart_rate,2024-06-01 14:28:49.111100,118
3,heart_rate,2024-06-01 14:28:50.111100,138
1,heart_rate,2024-06-01 14:28:51.111100,79
1,heart_rate,2024-06-01 14:28:52.111100,82
2,heart_rate,2024-06-01 14:28:53.111100,63
1,heart_rate,2024-06-01 14:28:54.111100,168
3,heart_rate,2024-06-01 14:28:55.111100,98
3,heart_rate,2024-06-01 14:28:56.111100,53
2,heart_rate,2024-06-01 14:28:57.111100,172
1,heart_rate,2024-06-01 14:28:58.111100,112
2,heart_rate,2024-06-01 14:28:59.111100,58
2,heart_rate,2024-06-01 14:29:00.111100,94
1,heart_rate,2024-06-01 14:29:01.111100,63
3,heart_rate,2024-06-01 14:29:02.111100,175
1,heart_rate,2024-06-01 14:29:03.111100,157
3,heart_rate,2024-06-01 14:29:04.111100,164
1,heart_rate,2024-06-01 14:29:05.111100,68
2,heart_rate,2024-06-01 14:29:06.111100,92
1,heart_rate,2024-06-01 14:29:07.111100,112
1,heart_rate,2024-06-01 14:29:08.111100,103
3,heart_rate,2024-06-01 14:29:09.111100,74
3,heart_rate,2024-06-01 14:29:10.111100,117
1,heart_rate,2024-06-01 14:29:11.111100,107
1,heart_rate,2024-06-01 14:29:12.111100,147
2,heart_rate,2024-06-01 14:29:13.111100,123
1,heart_rate,2024-06-01 14:29:14.111100,150
2,heart_rate,2024-06-01 14:29:15.111100,143
2,heart_rate,2024-06-01 14:29:16.111100,179
1,heart_rate,2024-06-01 14:29:17.111100,157
3,heart_rate,2024-06-01 14:29:18.111100,88
2,heart_rate,2024-06-01 14:29:19.111100,174
2,heart_rate,2024-06-01 14:29:20.111100,129
2,heart_rate,2024-06-01 14:29:21.111100,176
3,heart_rate,2024-06-01 14:29:22.111100,160
3,heart_rate,2024-06-01 14:29:23.111100,105
3,heart_rate,2024-06-01 14:29:24.111100,130
2,heart_rate,2024-06-01 14:29:25.111100,109
3,heart_rate,2024-06-01 14:29:26.111100,176
3,heart_rate,2024-06-01 14:29:27.111100,168
2,heart_rate,2024-06-01 14:29:28.111100,176
3,heart_rate,2024-06-01 14:29:29.111100,56
1,heart_rate,2024-06-01 14:29:30.111100,124
3,heart_rate,2024-06-01 14:29:31.111100,144
1,heart_rate,2024-06-01 14:29:32.111100,93
2,heart_rate,2024-06-01 14:29:33.111100,84
3,heart_rate,2024-06-01 14:29:34.111100,155
2,heart_rate,2024-06-01 14:29:35.111100,125
2,heart_rate,2024-06-01 14:29:36.111100,155
1,heart_rate,2024-06-01 14:29:37.111100,136
1,heart_rate,2024-06-01 14:29:38.111100,175
2,heart_rate,2024-06-01 14:29:39.111100,81
3,heart_rate,2024-06-01 14:29:40.111100,114
1,heart_rate,2024-06-01 14:29:41.111100,88
1,heart_rate,2024-06-01 14:29:42.111100,144
2,heart_rate,2024-06-01 14:29:43.111100,140
2,heart_rate,2024-06-01 14:29:44.111100,98
3,heart_rate,2024-06-01 14:29:45.111100,82
2,heart_rate,2024-06-01 14:29:46.111100,85
1,heart_rate,2024-06-01 14:29:47.111100,150
1,heart_rate,2024-06-01 14:29:48.111100,139
1,heart_rate,2024-06-01 14:29:49.111100,123
2,heart_rate,2024-06-01 14:29:50.111100,50
3,heart_rate,2024-06-01 14:29:51.111100,61
3,heart_rate,2024-06-01 14:29:52.111100,83
2,heart_rate,2024-06-01 14:29:53.111100,112
2,heart_rate,2024-06-01 14:29:54.111100,116
3,heart_rate,2024-06-01 14:29:55.111100,148
1,heart_rate,2024-06-01 14:29:56.111100,178
3,heart_rate,2024-06-01 14:29:57.111100,132
3,heart_rate,2024-06-01 14:29:58.111100,56
3,heart_rate,2024-06-01 14:29:59.111100,147
3,heart_rate,2024-06-01 14:30:00.111100,133
3,heart_rate,2024-06-01 14:30:01.111100,146
1,heart_rate,2024-06-01 14:30:02.111100,91
2,heart_rate,2024-06-01 14:30:03.111100,65
2,heart_rate,2024-06-01 14:30:04.111100,78
1,heart_rate,2024-06-01 14:30:05.111100,82
1,heart_rate,2024-06-01 14:30:06.111100,144
2,heart_rate,2024-06-01 14:30:07.111100,111
2,heart_rate,2024-06-01 14:30:08.111100,103
3,heart_rate,2024-06-01 14:30:09.111100,66
3,heart_rate,2024-06-01 14:30:10.111100,168
1,heart_rate,2024-06-01 14:30:11.111100,117
2,heart_rate,2024-06-01 14:30:12.111100,173
1,heart_rate,2024-06-01 14:30:13.111100,175
2,heart_rate,2024-06-01 14:30:14.111100,120
2,heart_rate,2024-06-01 14:30:15.111100,147
2,heart_rate,2024-06-01 14:30:16.111100,120
3,heart_rate,2024-06-01 14:30:17.111100,95
1,heart_rate,2024-06-01 14:30:18.111100,81
3,heart_rate,2024-06-01 14:30:19.111100,131
3,heart_rate,2024-06-01 14:30:20.111100,148
3,heart_rate,2024-06-01 14:30:21.111100,102
2,heart_rate,2024-06-01 14:30:22.111100,50
3,heart_rate,2024-06-01 14:30:23.111100,123
1,heart_rate,2024-06-01 14:30:24.111100,98
2,heart_rate,2024-06-01 14:30:25.111100,126
3,heart_rate,2024-06-01 14:30:26.111100,169
1,heart_rate,2024-06-01 14:30:27.111100,50
2,heart_rate,2024-06-01 14:30:28.111100,62
1,heart_rate,2024-06-01 14:30:29.111100,162
1,heart_rate,2024-06-01 14:30:30.111100,89
2,heart_rate,2024-06-01 14:30:31.111100,158
3,heart_rate,2024-06-01 14:30:32.111100,75
1,heart_rate,2024-06-01 14:30:33.111100,87
3,heart_rate,2024-06-01 14:30:34.111100,150
2,heart_rate,2024-06-01 14:30:35.111100,174
1,heart_rate,2024-06-01 14:30:36.111100,152
2,heart_rate,2024-06-01 14:30:37.111100,177
3,heart_rate,2024-06-01 14:30:38.111100,110
3,heart_rate,2024-06-01 14:30:39.111100,126
3,heart_rate,2024-06-01 14:30:40.111100,169
2,heart_rate,2024-06-01 14:30:41.111100,147
3,heart_rate,2024-06-01 14:30:42.111100,174
2,heart_rate,2024-06-01 14:30:43.111100,158
2,heart_rate,2024-06-01 14:30:44.111100,136
3,heart_rate,2024-06-01 14:30:45.111100,155
3,heart_rate,2024-06-01 14:30:46.111100,161
3,heart_rate,2024-06-01 14:30:47.111100,162
1,heart_rate,2024-06-01 14:30:48.111100,159
2,heart_rate,2024-06-01 14:30:49.111100,117
3,heart_rate,2024-06-01 14:30:50.111100,169
2,heart_rate,2024-06-01 14:30:51.111100,171
3,heart_rate,2024-06-01 14:30:52.111100,145
3,heart_rate,2024-06-01 14:30:53.111100,50
1,heart_rate,2024-06-01 14:30:54.111100,128
3,heart_rate,2024-06-01 14:30:55.111100,112
2,heart_rate,2024-06-01 14:30:56.111100,177
3,heart_rate,2024-06-01 14:30:57.111100,71
1,heart_rate,2024-06-01 14:30:58.111100,159
3,heart_rate,2024-06-01 14:30:59.111100,143
3,heart_rate,2024-06-01 14:31:00.111100,177
2,heart_rate,2024-06-01 14:31:01.111100,106
3,heart_rate,2024-06-01 14:31:02.111100,137
3,heart_rate,2024-06-01 14:31:03.111100,168
1,heart_rate,2024-06-01 14:31:04.111100,92
1,heart_rate,2024-06-01 14:31:05.111100,116
3,heart_rate,2024-06-01 14:31:06.111100,74
1,heart_rate,2024-06-01 14:31:07.111100,51
3,heart_rate,2024-06-01 14:31:08.111100,146
3,heart_rate,2024-06-01 14:31:09.111100,170
2,heart_rate,2024-06-01 14:31:10.111100,80
3,heart_rate,2024-06-01 14:31:11.111100,123
2,heart_rate,2024-06-01 14:31:12.111100,94
1,heart_rate,2024-06-01 14:31:13.111100,132
2,heart_rate,2024-06-01 14:31:14.111100,146
2,heart_rate,2024-06-01 14:31:15.111100,70
3,heart_rate,2024-06-01 14:31:16.111100,139
1,heart_rate,2024-06-01 14:31:17.111100,84
3,heart_rate,2024-06-01 14:31:18.111100,102
2,heart_rate,2024-06-01 14:31:19.111100,149
